"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"21",-28.8575520833333,-17.8112693430657,-4.73988888888889,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,-45.8048,-27.81875,-38.3724096385542,-38.3766615384615,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-44.3359019607843,-43.9109833333333,-43.6147380952381,-39.1106304347826,-45.57375,-45.948918699187,-39.5604583333333,-25.59,-42.6082727272727,-45.6726832298136,-45.4185,-27.9604625
"22",-23.962259375,-17.8112693430657,-16.9285254098361,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,-45.8048,-27.81875,-38.3724096385542,-38.3766615384615,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-44.3359019607843,-43.9109833333333,-43.6147380952381,-39.1106304347826,-45.57375,-45.948918699187,-39.5604583333333,-25.59,-30.6027222222222,-45.6726832298136,-45.4185,-27.9604625
"23",-23.962259375,-17.8112693430657,-16.9285254098361,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,-45.8048,-30.9158333333333,-38.3724096385542,-38.3766615384615,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-43.2311481481481,-43.9109833333333,-43.6147380952381,-39.1106304347826,-45.57375,-45.948918699187,-39.5604583333333,-25.59,-30.6027222222222,-45.6726832298136,-38.289015625,-27.9604625
"24",-23.962259375,-17.8112693430657,-16.9285254098361,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,-32.0390930232558,-30.9158333333333,-38.3724096385542,-38.3766615384615,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-43.2311481481481,-43.9109833333333,-27.8628,-39.1106304347826,-45.57375,-45.948918699187,-39.5604583333333,-44.1470837438424,-30.6027222222222,-45.6726832298136,-38.289015625,-27.9604625
"25",-23.962259375,-17.8112693430657,-16.9285254098361,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,-32.0390930232558,-30.9158333333333,-38.3724096385542,-42.6903385826771,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-43.2311481481481,-43.9109833333333,-27.8628,-39.1106304347826,-45.57375,-45.948918699187,-39.5604583333333,-44.1470837438424,-30.6027222222222,-45.6726832298136,-38.289015625,-27.9604625
"26",-23.962259375,-17.8112693430657,-16.9285254098361,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,-32.0390930232558,-30.9158333333333,-38.3724096385542,-42.6903385826771,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-43.2311481481481,-43.9109833333333,-27.8628,-39.1106304347826,-45.57375,-45.948918699187,-39.5604583333333,-44.1470837438424,-30.6027222222222,-45.6726832298136,-38.289015625,-27.9604625
"27",-23.962259375,-17.8112693430657,-17.8581923076923,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,9.47604932876712,-21.79211,-38.3724096385542,-42.6903385826771,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-43.2311481481481,-43.9109833333333,-27.8628,-39.1106304347826,-45.57375,-45.948918699187,-39.5604583333333,-44.1470837438424,-30.6027222222222,-45.6726832298136,-38.289015625,-27.9604625
"28",-23.962259375,-15.3924266666667,-17.8581923076923,-23.7187012903226,-26.8419521008403,-28.1038529411765,-31.895583266129,-34.0106031007752,-37.4773702564102,-37.8725565022421,-38.12375,9.47604932876712,-21.79211,-38.3724096385542,-42.6903385826771,-41.2704230769231,-42.9696829268293,-42.1288804347826,-42.143672,-44.1308091603053,-43.2311481481481,-43.9109833333333,-37.4130666666667,-39.1106304347826,-45.57375,-45.948918699187,-45.986896,-44.1470837438424,-30.6027222222222,-42.1417826086956,-38.289015625,-27.9604625
"29",-23.962259375,-15.3924266666667,-17.8581923076923,10.2332952777778,12.7471578431373,-12.0738686666667,-9.40150833333333,7.73921725,21.478065625,7.68332068181818,2.87421069767442,9.47604932876712,-21.79211,-36.3834736842105,-29.0911153846154,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-23.4109363636364,-21.6686,-43.6126666666667,-31.5417857142857,-45.4995652173913,-22.2991175,-32.2446785714286,-33.4305714285714,-36.0599791666667,-39.63,-22.4799545454545,-20.3794066666667,-41.077625
"30",-12.7905005714286,-15.3924266666667,-17.8581923076923,-15.79684375,12.7471578431373,-12.0738686666667,-9.40150833333333,7.73921725,21.478065625,7.68332068181818,2.87421069767442,9.47604932876712,-21.79211,-36.3834736842105,-29.0911153846154,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-23.4109363636364,-21.6686,-16.7249947959184,-31.5417857142857,-45.4995652173913,-16.8319,-32.2446785714286,-33.4305714285714,-36.0599791666667,-39.63,-22.4799545454545,-20.3794066666667,-41.077625
"31",-14.88915,0.782141666666667,14.4482525,-15.79684375,-29.6939166666667,-12.0738686666667,-9.40150833333333,16.42418,21.478065625,7.68332068181818,2.87421069767442,9.47604932876712,-21.79211,-36.3834736842105,-29.0911153846154,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-23.4109363636364,-21.6686,-16.7249947959184,-31.5417857142857,-22.75625,-16.8319,-32.2446785714286,-33.4305714285714,-12.3703714285714,-39.63,-22.4799545454545,-20.3794066666667,-41.077625
"32",-9.33480454545454,0.782141666666667,14.4482525,-15.79684375,-29.6939166666667,-12.0738686666667,-9.40150833333333,16.42418,21.478065625,7.68332068181818,2.87421069767442,9.47604932876712,-21.79211,-36.3834736842105,-34.14785,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-23.4109363636364,-42.1800588235294,-16.7249947959184,-31.5417857142857,-45.4995652173913,-16.8319,-32.2446785714286,-36.0711935483871,-12.3703714285714,-39.63,-47.4396666666667,-20.3794066666667,-31.3057037037037
"33",-20.504,0.782141666666667,-21.5498666666667,-15.79684375,-29.6939166666667,-12.0738686666667,-9.40150833333333,16.42418,13.4150428571429,7.68332068181818,2.87421069767442,9.47604932876712,-21.79211,-20.856087012987,-27.3112083333333,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-9.53507566666667,-42.1800588235294,-16.7249947959184,-41.55304,-45.4995652173913,-16.8319,-32.2446785714286,-36.0711935483871,-12.3703714285714,-39.63,-47.4396666666667,-9.13984461904762,-31.3057037037037
"34",-20.504,-15.3924266666667,-21.5498666666667,-15.79684375,-29.6939166666667,-12.0738686666667,6.08206896551724,16.42418,13.4150428571429,7.68332068181818,2.87421069767442,9.47604932876712,-21.79211,-36.3834736842105,-27.3112083333333,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-9.53507566666667,-42.1800588235294,-16.7249947959184,-41.55304,-45.4995652173913,-16.8319,-32.2446785714286,-16.6033,-12.3703714285714,-39.63,-22.4799545454545,-9.13984461904762,-52.3984285714286
"35",-20.504,-15.3924266666667,-21.5498666666667,-15.79684375,-29.6939166666667,-12.0738686666667,6.08206896551724,16.42418,13.4150428571429,7.68332068181818,2.87421069767442,9.47604932876712,3.60255285714286,-36.3834736842105,-23.8997166666667,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-9.53507566666667,-42.1800588235294,-16.7249947959184,-41.55304,-25.7303076923077,-22.3473090909091,-32.2446785714286,-16.6033,-12.3703714285714,-21.2633684210526,-22.4799545454545,-9.13984461904762,-52.3984285714286
"36",-20.504,-15.3924266666667,-21.5498666666667,14.4993,-29.6939166666667,-12.0738686666667,-0.7962925,6.73944818181818,-10.9668877272727,15.3030931034483,-11.5730576470588,-29.3444666666667,-6.96530652173913,-36.3834736842105,-22.1834,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-9.53507566666667,-42.1800588235294,-16.7249947959184,-41.55304,-25.7303076923077,-22.3473090909091,-32.2446785714286,-16.6033,-12.3703714285714,-21.2633684210526,-22.4799545454545,-9.13984461904762,-52.3984285714286
"37",-14.88915,-15.3924266666667,-21.5498666666667,14.4993,-29.6939166666667,-12.0738686666667,-0.7962925,6.73944818181818,-10.9668877272727,15.3030931034483,-39.8536363636364,-29.3444666666667,-6.96530652173913,-36.3834736842105,-22.1834,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-9.53507566666667,-42.1800588235294,-16.7249947959184,-41.55304,-25.7303076923077,-22.3473090909091,-9.53223866666667,-16.6033,-33.0321475409836,-21.2633684210526,-22.4799545454545,-31.133,-52.3984285714286
"38",-14.88915,-15.3924266666667,-21.5498666666667,14.4993,-29.6939166666667,-12.0738686666667,-16.9738346153846,-34.6300697674419,-10.9668877272727,15.3030931034483,-17.7964911764706,-16.6073047619048,-32.0245625,-36.3834736842105,-22.1834,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-9.53507566666667,-42.1800588235294,-16.7249947959184,-41.55304,-25.7303076923077,-22.3473090909091,-9.53223866666667,-16.6033,-33.0321475409836,-33.7354888888889,-31.6694411764706,-31.133,-52.3984285714286
"39",-14.88915,-20.57226,16.8328967741936,14.4993,-29.6939166666667,11.6461211538462,-16.9738346153846,-34.6300697674419,-10.9668877272727,15.3030931034483,-17.7964911764706,-16.6073047619048,-32.0245625,-40.38996,-22.1834,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-23.4257645833333,-42.1800588235294,-16.7249947959184,-41.55304,-25.7303076923077,-22.3473090909091,-7.91302,-16.6033,-33.0321475409836,-33.7354888888889,-31.6694411764706,-31.133,-52.3984285714286
"40",-26.5664444444444,-20.57226,16.8328967741936,14.4993,-29.6939166666667,11.6461211538462,-16.9738346153846,7.02776615384615,-10.9668877272727,15.3030931034483,-17.7964911764706,-16.6073047619048,-32.0245625,-40.38996,-22.1834,-15.0977333333333,-12.95774,-24.8330606060606,-38.7203391304348,-23.4257645833333,-42.1800588235294,-16.7249947959184,-41.55304,-25.7303076923077,-22.3473090909091,-25.0004615384615,-16.6033,-33.0321475409836,-33.7354888888889,-31.6694411764706,-31.133,-37.5611739130435
"41",-19.435676,-20.57226,3.504105,14.4993,-29.6939166666667,11.6461211538462,-16.9738346153846,7.02776615384615,-14.54059375,15.3030931034483,-17.7964911764706,-16.6073047619048,-32.0245625,-40.38996,-22.1834,-15.0977333333333,-24.6123333333333,-24.8330606060606,-38.7203391304348,-23.4257645833333,-42.1800588235294,-16.7249947959184,-41.55304,-25.7303076923077,-22.3473090909091,-25.0004615384615,-16.6033,-33.0321475409836,2.75676904761905,-22.4799545454545,-31.133,-37.5611739130435
"42",-19.435676,-20.57226,3.504105,14.4993,-29.6939166666667,11.6461211538462,-16.6102857142857,-11.0329461538462,-14.54059375,-7.68535888888889,-17.7964911764706,-16.6073047619048,-32.0245625,-40.38996,-22.1834,-15.0977333333333,-24.6123333333333,-24.8330606060606,-3.74629434782609,-13.6819713043478,-15.9730842105263,-16.7249947959184,-13.5046709677419,-10.78385,-22.3473090909091,-25.0004615384615,-16.6033,-5.43591352941176,2.75676904761905,-22.4799545454545,-9.13984461904762,-37.5611739130435
"43",-19.435676,-20.57226,16.2825315315315,14.4993,-29.6939166666667,11.6461211538462,-16.6102857142857,-11.0329461538462,-14.54059375,-7.68535888888889,-17.7964911764706,-12.09389,-32.0245625,8.40045941176471,-22.1834,-15.0977333333333,-24.6123333333333,-24.8330606060606,-3.74629434782609,-13.6819713043478,-15.9730842105263,-14.5607421052632,-13.5046709677419,4.18352357142857,-22.3473090909091,-25.0004615384615,-16.6033,-5.43591352941176,2.75676904761905,-22.4799545454545,-9.13984461904762,-37.5611739130435
"44",-19.435676,-20.57226,16.2825315315315,-15.79684375,-29.6939166666667,11.6461211538462,-16.6102857142857,0.673162027777778,-10.9668877272727,-7.68535888888889,-17.7964911764706,-12.09389,-32.0245625,-13.6174375,-22.1834,-21.4064695652174,-24.6123333333333,-24.8330606060606,-3.74629434782609,-13.6819713043478,-15.9730842105263,-0.891622608695652,-13.5046709677419,4.18352357142857,-40.0116530612245,-25.0004615384615,-30.433,-20.5443235294118,-21.2633684210526,-22.4799545454545,-9.13984461904762,-37.5611739130435
"45",-19.435676,-20.57226,16.2825315315315,-15.79684375,-1.497575,11.6461211538462,-16.6102857142857,0.673162027777778,-10.9668877272727,-7.68535888888889,-17.7964911764706,-12.09389,-32.0245625,-21.9609228828829,-22.1834,-21.4064695652174,-24.6123333333333,-24.8330606060606,-3.74629434782609,-13.6819713043478,-15.9420388888889,-0.891622608695652,-13.5046709677419,4.18352357142857,-40.0116530612245,-25.0004615384615,-30.433,-20.5443235294118,-20.8163214285714,-1.904465,-4.27742219512195,-37.5611739130435
"46",-19.435676,-6.10581538461538,16.2825315315315,-15.79684375,-1.497575,11.6461211538462,-16.6102857142857,0.673162027777778,-14.54059375,-7.68535888888889,-17.7964911764706,-12.09389,-32.0245625,-8.41326647058824,-22.1834,-20.4545709090909,-24.88676,-15.3111909090909,-3.74629434782609,-13.6819713043478,-15.9420388888889,-0.891622608695652,-13.5046709677419,4.18352357142857,-40.0116530612245,-25.0004615384615,-30.433,-20.5443235294118,-20.8163214285714,-16.2415952380952,-7.1776,-22.9216666666667
"47",-19.435676,-6.10581538461538,20.1717443877551,-15.79684375,-1.497575,11.6461211538462,-16.6102857142857,0.673162027777778,-14.54059375,-7.68535888888889,-17.7964911764706,-12.09389,-22.1062955555556,-28.8975714285714,-22.1834,-20.4545709090909,-36.4541818181818,-15.3111909090909,-32.07175,-13.6819713043478,-0.30727,-0.891622608695652,-13.5046709677419,-3.75713166666667,-40.0116530612245,-25.0004615384615,-30.433,-13.7761423076923,-20.8163214285714,-16.2415952380952,-7.1776,-22.9216666666667
"48",-34.381,-6.10581538461538,20.1717443877551,-15.79684375,-23.5547777777778,11.6461211538462,4.11175925925926,0.673162027777778,-19.0831904761905,-7.68535888888889,-17.7964911764706,6.86070909090909,-22.1062955555556,-42.351025,-22.1834,-20.4545709090909,-36.4541818181818,-15.3111909090909,-32.07175,-13.6819713043478,-0.30727,-0.891622608695652,-13.5046709677419,-3.75713166666667,-40.0116530612245,-25.0004615384615,-30.433,-13.7761423076923,-20.8163214285714,-16.2415952380952,-7.1776,-22.9216666666667
"49",-34.381,-6.10581538461538,2.93687115384615,14.4993,-1.497575,11.6461211538462,4.11175925925926,-25.215425,-19.0831904761905,-38.183,-17.7964911764706,6.86070909090909,-22.1062955555556,-42.351025,-55.2193,-20.4545709090909,-36.4541818181818,-15.3111909090909,-32.07175,-13.6819713043478,-0.30727,-0.891622608695652,-13.5046709677419,-3.75713166666667,-40.0116530612245,-25.0004615384615,-30.433,-15.3324571428571,-7.18867142857143,-16.2415952380952,-4.27742219512195,-22.9216666666667
"50",-34.381,6.09840851851852,2.93687115384615,4.34263333333333,-1.497575,-24.81223,12.6254910344828,-41.0159375,13.2256,-38.183,-17.7964911764706,6.86070909090909,-22.1062955555556,-42.351025,-22.1834,-20.4545709090909,-36.4541818181818,-15.3111909090909,-32.07175,-13.6819713043478,-0.30727,-5.4097386,-9.90766,-3.75713166666667,-40.0116530612245,-25.0004615384615,-30.433,-46.284425,-7.18867142857143,-16.2415952380952,-4.27742219512195,-19.873984375
"51",-34.381,6.09840851851852,1.471,16.4611373509934,-1.497575,5.28098846153846,12.6254910344828,-41.0159375,13.2256,-38.183,-17.7964911764706,6.86070909090909,-22.1062955555556,-42.351025,-22.1834,-1.95969425,-36.4541818181818,-15.3111909090909,-4.894675,-22.7926153846154,-0.30727,-5.4097386,-29.7312142857143,-3.75713166666667,-40.0116530612245,-25.0004615384615,-30.433,-46.284425,-7.18867142857143,-16.2415952380952,-30.3501698113208,-19.873984375
"52",-43.09425,6.09840851851852,26.2045384615385,16.4611373509934,-1.497575,5.28098846153846,12.6254910344828,-41.0159375,-25.6616666666667,-38.183,-17.7964911764706,6.86070909090909,-22.1062955555556,-42.351025,-22.1834,-20.2225215686274,-22.9355483870968,-15.3111909090909,-4.894675,-42.9295384615385,-0.30727,-5.4097386,-9.90766,-10.78385,-40.0116530612245,-25.0004615384615,-30.433,-46.284425,-7.18867142857143,-16.2415952380952,-30.3501698113208,-41.7868
